,lat,lon,temp
13169,40.66086,-73.98421,51.0
13170,40.74676,-73.99562,60.0
13171,40.6793,-73.91968,68.0
13172,40.86615,-73.92332,26.0
13173,40.78148,-73.97869,55.0
13174,40.74024,-73.92428,60.0
13175,40.78469,-73.9738,60.0
13176,40.71817,-73.95635,30.0
13177,40.71521,-73.99606,46.0
13178,40.68247,-73.84368,52.0
13179,40.69345,-73.93304,39.0
13180,40.71192,-74.01572,58.0
13181,40.76322,-73.99354,72.0
13182,40.68818,-73.93826,73.0
13183,40.71908,-73.98633,27.0
13184,40.69261,-73.99252,73.0
13185,40.76443,-73.98728,66.0
13186,40.70896,-73.94129,13.0
13187,40.72778,-73.99899,24.0
13188,40.69233,-73.94204,39.0
13189,40.67565,-73.91582,63.0
13190,40.71607,-73.98439,39.0
13191,40.74238,-73.97652,75.0
13192,40.71104,-73.96287,21.0
13193,40.71282,-73.98915,67.0
13194,40.73343,-73.95638,67.0
13195,40.79111,-73.94077,67.0
13196,40.82011,-73.94434,70.0
13197,40.78614,-73.95541,33.0
13198,40.71748,-73.95685,76.0
13199,40.70249,-73.83251,72.0
13200,40.74767,-73.94468,58.0
13201,40.7439,-73.97974,39.0
13202,40.77481,-73.98144,68.0
13203,40.77168,-73.9222,69.0
13204,40.81508,-73.95935,56.0
13205,40.82042,-73.95256,33.0
13206,40.67665,-73.95734,62.0
13207,40.67758,-73.93547,28.0
13208,40.68715,-73.96433,74.0
13209,40.77878,-73.95148,48.0
13210,40.71901,-73.9594,47.0
13211,40.70431,-74.0168,39.0
13212,40.76481,-73.95651,25.0
13213,40.80541,-73.96576,67.0
13214,40.66719,-73.98957,40.0
13215,40.72571,-73.98833,29.0
13216,40.72003,-73.94147,76.0
13217,40.73342,-74.00615,78.0
13218,40.73299,-74.00444,61.0
13219,40.77623,-73.91503,68.0
13220,40.76455,-73.98855,44.0
13221,40.7859,-73.9779,50.0
13222,40.70986,-73.95927,45.0
13223,40.64722,-73.95987,58.0
13224,40.82502,-73.95186,36.0
13225,40.6465,-73.96066,66.0
13226,40.72537,-73.99054,51.0
13227,40.72722,-73.95247,75.0
13228,40.64682,-73.98036,24.0
13229,40.76276,-73.96009,83.0
13230,40.73491,-74.00578,26.0
13231,40.75606,-73.97108,76.0
13232,40.71854,-74.00439,62.0
13233,40.71689,-74.00563,38.0
13234,40.72431,-73.98312,83.0
13235,40.7237,-73.98223,50.0
13236,40.68808,-73.9206,33.0
13237,40.72504,-73.98242,67.0
13238,40.74071,-73.86498,29.0
13239,40.75927,-73.98646,70.0
13240,40.77208,-73.98907,40.0
13241,40.7939,-73.9761,70.0
13242,40.66588,-73.97833,71.0
13243,40.76059,-73.99475,68.0
13244,40.68945,-73.94595,79.0
13245,40.76248,-73.91279,66.0
13246,40.64295,-73.96137,38.0
13247,40.76498,-73.91765,63.0
13248,40.78364,-73.97632,40.0
13249,40.73882,-73.9857,61.0
13250,40.68624,-73.94349,24.0
13251,40.75024,-73.87849,38.0
13252,40.70852,-73.94387,53.0
13253,40.73105,-74.00464,43.0
13254,40.74604,-73.98555,64.0
13255,40.83,-73.94299,33.0
13256,40.82362,-73.95063,50.0
13257,40.75199,-73.97193,46.0
13258,40.71532,-73.93951,63.0
13259,40.7933,-73.93424,82.0
13260,40.71841,-73.96389,18.0
13261,40.65134,-73.958,65.0
13262,40.68076,-73.93996,33.0
13263,40.71858,-73.98613,54.0
13264,40.72788,-73.98436,45.0
13265,40.71638,-73.96357,61.0
13266,40.70973,-73.95301,26.0
13267,40.6735,-73.97644,58.0
13268,40.67955,-73.94839,43.0
13269,40.8046,-73.9654,56.0
13270,40.76273,-73.91642,46.0
13271,40.7756,-73.90825,83.0
13272,40.73048,-73.98197,51.0
13273,40.73927,-73.99833,78.0
13274,40.70352,-73.93104,74.0
13275,40.72336,-73.99618,57.0
13276,40.71346,-73.99592,21.0
13277,40.72658,-73.97827,63.0
13278,40.67665,-73.95534,46.0
13279,40.76019,-73.99299,57.0
13280,40.68636,-73.93104,35.0
13281,40.80085,-73.96468,33.0
13282,40.76406,-73.9349,82.0
13283,40.68357,-73.93176,33.0
13284,40.76438,-73.95871,25.0
13285,40.78347,-73.97748,39.0
13286,40.64881,-73.96724,52.0
13287,40.68512,-73.93893,56.0
13288,40.78239,-73.97581,52.0
13289,40.76047,-73.92288,54.0
13290,40.71742,-74.00396,32.0
13291,40.83034,-73.94902,69.0
13292,40.85139,-73.93722,75.0
13293,40.74622,-73.97913,29.0
13294,40.83403,-73.93867,81.0
13295,40.7993,-73.96642,53.0
13296,40.78146,-73.97845,73.0
13297,40.82501,-73.95125,78.0
13298,40.68353,-73.90484,83.0
13299,40.74963,-73.98098,65.0
13300,40.71237,-73.93929,62.0
13301,40.71993,-73.94479,55.0
13302,40.71273,-73.95749,74.0
13303,40.72173,-73.99351,43.0
13304,40.71814,-73.99166,27.0
13305,40.85292,-73.91683,63.0
13306,40.65871,-73.96101,72.0
13307,40.75093,-73.98096,66.0
13308,40.80137,-73.9615,44.0
13309,40.70998,-73.95956,56.0
13310,40.74908,-73.98095,56.0
13311,40.75065,-73.98204,37.0
13312,40.71835,-73.99138,56.0
13313,40.74906,-73.98276,41.0
13314,40.74711,-73.97694,34.0
13315,40.74537,-73.97652,71.0
13316,40.75836,-73.87631,54.0
13317,40.74677,-73.97846,27.0
13318,40.71557,-73.94004,46.0
13319,40.74676,-73.97682,62.0
13320,40.76316,-73.9884,40.0
13321,40.74495,-73.97627,82.0
13322,40.74672,-73.97841,85.0
13323,40.8686,-73.92594,77.0
13324,40.72324,-73.98195,73.0
13325,40.7167,-73.96327,74.0
13326,40.70623,-74.00906,60.0
13327,40.6824,-73.98824,57.0
13328,40.6781,-73.94584,27.0
13329,40.73628,-73.98549,21.0
13330,40.82909,-73.94183,88.0
13331,40.69966,-73.93241,31.0
13332,40.73004,-74.00381,75.0
13333,40.68731,-73.96446,55.0
13334,40.67694,-73.95575,66.0
13335,40.71074,-73.95145,45.0
13336,40.79546,-73.97497,39.0
13337,40.75161,-73.88315,73.0
13338,40.69791,-73.93615,26.0
13339,40.72799,-74.00046,70.0
13340,40.75221,-73.97157,75.0
13341,40.82203,-73.95612,58.0
13342,40.79072,-73.97252,36.0
13343,40.76458,-73.99007,39.0
13344,40.69425,-73.95081,76.0
13345,40.71504,-73.98072,52.0
13346,40.73652,-73.98458,54.0
13347,40.77668,-73.94819,39.0
13348,40.71686,-73.98346,24.0
13349,40.71474,-73.99778,76.0
13350,40.76262,-73.99283,56.0
13351,40.76501,-73.95862,45.0
13352,40.80483,-73.96486,17.0
13353,40.72515,-73.99919,29.0
13354,40.80195,-73.96714,54.0
13355,40.78866,-73.94941,79.0
13356,40.76244,-73.99295,66.0
13357,40.71049,-73.94515,55.0
13358,40.72913,-73.9436,39.0
13359,40.70872,-73.95689,44.0
13360,40.68851,-73.95599,30.0
13361,40.70136,-73.91857,47.0
13362,40.76343,-73.99381,85.0
13363,40.78352,-73.94973,40.0
13364,40.77845,-73.97985,74.0
13365,40.72762,-73.94443,74.0
13366,40.69676,-73.93705,45.0
13367,40.6698,-73.94992,48.0
13368,40.71777,-74.01493,50.0
13369,40.74135,-73.99507,28.0
13370,40.69998,-73.9413,78.0
13371,40.80681,-73.93956,70.0
13372,40.74845,-73.99635,82.0
13373,40.86569,-73.92865,66.0
13374,40.72809,-73.94365,41.0
13375,40.72917,-73.94354,42.0
13376,40.72717,-73.94479,41.0
13377,40.79586,-73.94332,81.0
13378,40.72734,-73.94451,57.0
13379,40.72627,-73.9802,48.0
13380,40.75164,-73.87644,52.0
13381,40.75828,-73.96286,52.0
13382,40.72434,-73.98447,77.0
13383,40.74556,-73.88118,42.0
13384,40.81184,-73.94287,68.0
13385,40.71686,-73.95428,40.0
13386,40.72088,-73.95375,77.0
13387,40.71316,-74.00498,44.0
13388,40.68399,-73.96192,34.0
13389,40.7666,-73.99256,45.0
13390,40.68968,-73.94833,41.0
13391,40.73839,-73.93,60.0
13392,40.82364,-73.94556,37.0
13393,40.77292,-73.95015,68.0
13394,40.74444,-73.91467,41.0
13395,40.74396,-73.9758,72.0
13396,40.73226,-73.95285,47.0
13397,40.76206,-73.95705,50.0
13398,40.71741,-73.95978,52.0
13399,40.72766,-73.94393,62.0
13400,40.71229,-73.96245,62.0
13401,40.66409,-73.92314,73.0
13402,40.72829,-73.94356,65.0
13403,40.69455,-73.95144,54.0
13404,40.82915,-73.94034,60.0
13405,40.73482,-74.00834,25.0
13406,40.76805,-73.90906,47.0
13407,40.82624,-73.9434,76.0
13408,40.64041,-74.01497,71.0
13409,40.71575,-73.94224,64.0
13410,40.82353,-73.93824,41.0
13411,40.72655,-73.97826,75.0
13412,40.70938,-74.01371,65.0
13413,40.69459,-73.96408,48.0
13414,40.7287,-73.94504,76.0
13415,40.62259,-73.96107,52.0
13416,40.66218,-73.98385,33.0
13417,40.72778,-73.94472,53.0
13418,40.74967,-73.9396,50.0
13419,40.82083,-73.95795,76.0
13420,40.7278,-73.98041,53.0
13421,40.71924,-73.99719,31.0
13422,40.73719,-73.99336,36.0
13423,40.73454,-74.00141,26.0
13424,40.68678,-73.95572,55.0
13425,40.72888,-73.99199,52.0
13426,40.72321,-73.99532,72.0
13427,40.79954,-73.9626,76.0
13428,40.72712,-73.95146,52.0
13429,40.72238,-73.99631,50.0
13430,40.67023,-73.95257,35.0
13431,40.71274,-73.94513,78.0
13432,40.67163,-73.98584,70.0
13433,40.68869,-73.98899,67.0
13434,40.65132,-73.95691,41.0
13435,40.6943,-73.9481,53.0
13436,40.67154,-73.94981,62.0
13437,40.69453,-73.94725,77.0
13438,40.67617,-73.95536,44.0
13439,40.71742,-73.95511,47.0
13440,40.714,-73.96395,70.0
13441,40.81566,-73.94293,60.0
13442,40.68273,-73.94786,54.0
13443,40.7986,-73.96168,80.0
13444,40.79616,-73.97506,54.0
13445,40.7612,-73.96254,32.0
13446,40.67105,-73.94324,61.0
13447,40.68729,-73.95556,66.0
13448,40.82697,-73.95236,78.0
13449,40.73326,-74.00577,57.0
13450,40.72697,-74.00098,29.0
13451,40.68843,-73.94537,45.0
13452,40.80082,-73.96059,33.0
13453,40.6896,-73.80446,75.0
13454,40.68984,-73.91507,26.0
13455,40.6965,-73.98377,72.0
13456,40.7863,-73.97658,77.0
13457,40.68886,-73.93084,26.0
13458,40.73462,-73.98227,56.0
13459,40.63066,-73.96496,56.0
13460,40.69176,-73.94765,70.0
13461,40.71193,-73.96383,
13462,40.80986,-73.95945,70.0
13463,40.71139,-73.96002,55.0
13464,40.71171,-73.96256,41.0
13465,40.73956,-73.98163,78.0
13466,40.72845,-73.94477,46.0
13467,40.73191,-74.00493,76.0
13468,40.80729,-73.95238,58.0
13469,40.82753,-73.94862,56.0
13470,40.68124,-73.9189,14.0
13471,40.73076,-73.98374,17.0
13472,40.82069,-73.95549,57.0
13473,40.82232,-73.95696,57.0
13474,40.76266,-73.95989,66.0
13475,40.76039,-73.9736,73.0
13476,40.74156,-74.00037,63.0
13477,40.67176,-73.95937,33.0
13478,40.7313,-74.00154,60.0
13479,40.72962,-73.98078,36.0
13480,40.72034,-73.95478,86.0
13481,40.74577,-74.00074,68.0
13482,40.71936,-73.94225,55.0
13483,40.71119,-73.96515,32.0
13484,40.68666,-73.94739,60.0
13485,40.70348,-73.91477,64.0
13486,40.76947,-73.94303,32.0
13487,40.74856,-73.88906,57.0
13488,40.74201,-74.00325,42.0
13489,40.68513,-73.95286,68.0
13490,40.71756,-73.99824,78.0
13491,40.62391,-73.96146,61.0
13492,40.67622,-73.97953,74.0
13493,40.7271,-73.99092,75.0
13494,40.7184,-73.95359,57.0
13495,40.66939,-73.76975,70.0
13496,40.74181,-73.90783,60.0
13497,40.72597,-73.9838,62.0
13498,40.76256,-73.9632,39.0
13499,40.85064,-73.93833,60.0
13500,40.67114,-73.93561,74.0
13501,40.73321,-73.9561,43.0
13502,40.69611,-73.91891,54.0
13503,40.73061,-73.98335,27.0
13504,40.67418,-73.95958,58.0
13505,40.69802,-73.91472,40.0
13506,40.73009,-73.99965,29.0
13507,40.76407,-73.98579,45.0
13508,40.77836,-73.9822,42.0
13509,40.6774,-73.94726,46.0
13510,40.67762,-73.9159,40.0
13511,40.72485,-74.00254,76.0
13512,40.78778,-73.97498,77.0
13513,40.65382,-73.93903,71.0
13514,40.71886,-73.98881,65.0
13515,40.74091,-73.98271,62.0
13516,40.71276,-73.963,51.0
13517,40.7452,-73.97779,21.0
13518,40.75939,-73.96949,38.0
13519,40.72354,-73.99333,74.0
13520,40.76427,-73.962,86.0
13521,40.68485,-73.9819,74.0
13522,40.75979,-73.96079,77.0
13523,40.68539,-73.9092,41.0
13524,40.72097,-73.9548,77.0
13525,40.71975,-73.95964,60.0
13526,40.72288,-73.99466,61.0
13527,40.83871,-73.9468,71.0
13528,40.72152,-73.99476,54.0
13529,40.73046,-73.98643,45.0
13530,40.72063,-73.98944,73.0
13531,40.74441,-73.99915,77.0
13532,40.76372,-73.97692,53.0
13533,40.69508,-73.94856,36.0
13534,40.68353,-73.94877,48.0
13535,40.80197,-73.93888,58.0
13536,40.70987,-73.95392,76.0
13537,40.83379,-73.94141,77.0
13538,40.73182,-74.01,79.0
13539,40.69566,-73.95001,75.0
13540,40.80057,-73.95468,25.0
13541,40.79945,-73.95411,68.0
13542,40.79865,-73.95295,73.0
13543,40.80926,-73.95455,46.0
13544,40.71351,-73.95117,64.0
13545,40.74157,-73.88389,71.0
13546,40.7664,-73.95854,30.0
13547,40.7178,-73.98504,58.0
13548,40.71615,-73.99539,66.0
13549,40.73375,-73.98474,46.0
13550,40.79933,-73.95296,26.0
13551,40.72423,-73.98327,77.0
13552,40.82774,-73.94983,35.0
13553,40.77575,-73.91419,56.0
13554,40.72308,-73.95071,25.0
13555,40.72435,-73.98461,79.0
13556,40.7937,-73.9652,46.0
13557,40.68358,-73.98127,41.0
13558,40.74953,-73.88025,64.0
13559,40.72148,-73.99581,78.0
13560,40.69503,-73.94986,57.0
13561,40.77349,-73.95225,73.0
13562,40.7394,-73.85527,80.0
13563,40.72747,-73.98833,50.0
13564,40.68594,-73.91448,43.0
13565,40.72888,-73.98496,86.0
13566,40.7456,-73.99852,46.0
13567,40.68142,-73.95889,76.0
13568,40.76374,-73.98872,44.0
13569,40.72542,-74.00158,42.0
13570,40.72774,-73.98211,29.0
13571,40.73713,-74.00358,50.0
13572,40.71275,-73.94299,44.0
13573,40.75763,-73.96359,63.0
13574,40.79637,-73.96996,38.0
13575,40.7276,-73.94495,60.0
13576,40.7191,-73.98812,58.0
13577,40.72314,-73.9797,85.0
13578,40.79739,-73.94054,31.0
13579,40.70524,-74.01278,52.0
13580,40.73618,-73.9833,62.0
13581,40.7213,-73.98559,71.0
13582,40.72895,-73.9934,87.0
13583,40.60755,-73.9741,64.0
13584,40.75658,-73.86807,40.0
13585,40.70491,-73.92367,42.0
13586,40.80348,-73.9632,68.0
13587,40.69145,-73.93536,37.0
13588,40.70379,-73.94228,81.0
13589,40.79437,-73.97152,48.0
13590,40.72919,-73.94512,32.0
13591,40.72888,-73.94486,44.0
13592,40.69392,-73.92262,76.0
13593,40.68025,-73.91199,62.0
13594,40.67174,-73.98616,46.0
13595,40.79805,-73.93943,54.0
13596,40.71552,-73.93869,60.0
13597,40.7075,-73.94055,55.0
13598,40.72828,-73.98901,53.0
13599,40.82914,-73.94254,59.0
13600,40.85592,-73.86743,58.0
13601,40.69143,-73.93444,61.0
13602,40.79958,-73.96403,74.0
13603,40.72299,-73.99251,51.0
13604,40.67851,-73.95566,46.0
13605,40.71367,-73.94228,52.0
13606,40.76722,-73.92203,52.0
13607,40.70512,-73.94347,83.0
13608,40.74674,-73.87995,40.0
13609,40.71215,-73.95801,75.0
13610,40.69112,-73.77761,58.0
13611,40.67875,-73.99599,64.0
13612,40.77026,-73.87561,83.0
13613,40.70352,-73.93798,60.0
13614,40.71757,-73.99028,71.0
13615,40.7533,-73.97162,74.0
13616,40.76951,-73.93077,48.0
13617,40.80114,-73.96772,60.0
13618,40.74392,-73.95147,34.0
13619,40.7344,-74.00262,76.0
13620,40.794,-73.94585,41.0
13621,40.76882,-73.94315,56.0
13622,40.83,-73.94931,44.0
13623,40.68007,-73.97317,35.0
13624,40.6945,-73.94273,74.0
13625,40.69387,-73.92666,76.0
13626,40.77791,-73.95362,39.0
13627,40.62586,-73.98079,81.0
13628,40.80107,-73.93656,61.0
13629,40.76544,-73.98651,53.0
13630,40.79544,-73.96736,75.0
13631,40.63267,-73.96199,53.0
13632,40.79534,-73.96583,76.0
13633,40.70503,-74.00674,62.0
13634,40.72946,-73.8075,66.0
13635,40.7631,-73.98753,35.0
13636,40.73008,-73.98996,39.0
13637,40.74729,-73.99107,76.0
13638,40.68851,-73.95151,62.0
13639,40.6641,-73.98036,66.0
13640,40.69688,-73.93448,54.0
13641,40.73133,-73.98747,51.0
13642,40.65568,-73.95892,61.0
13643,40.7492,-73.78445,72.0
13644,40.80033,-73.9528,51.0
13645,40.73728,-73.9842,75.0
13646,40.71334,-73.98575,30.0
13647,40.74443,-73.97949,71.0
13648,40.7662,-73.92027,42.0
13649,40.65108,-73.73402,39.0
13650,40.67035,-73.7541,29.0
13651,40.69454,-73.85041,49.0
13652,40.76124,-73.98897,69.0
13653,40.74666,-73.97847,76.0
13654,40.71742,-73.95847,85.0
13655,40.76166,-73.99197,68.0
13656,40.83473,-73.93858,37.0
13657,40.66671,-73.94981,78.0
13658,40.75686,-73.96723,32.0
13659,40.6729,-73.88919,67.0
13660,40.6642,-73.99371,68.0
13661,40.69675,-73.92964,66.0
13662,40.71523,-73.95503,69.0
13663,40.69171,-73.94891,40.0
13664,40.70635,-73.95175,79.0
13665,40.70154,-73.94759,61.0
13666,40.78273,-73.97553,54.0
13667,40.63177,-73.96341,39.0
13668,40.81052,-73.94008,42.0
13669,40.76214,-73.98985,81.0
13670,40.7126,-73.94668,61.0
13671,40.67146,-73.94377,74.0
13672,40.66622,-73.98357,78.0
13673,40.72738,-73.95553,57.0
13674,40.70727,-73.96057,71.0
13675,40.7609,-73.99405,37.0
13676,40.76577,-73.9855,27.0
13677,40.64543,-73.96456,74.0
13678,40.67473,-73.96529,85.0
13679,40.79366,-73.94059,37.0
13680,40.76646,-73.98704,36.0
13681,40.73352,-73.85237,66.0
13682,40.61042,-74.12277,78.0
13683,40.7388,-73.92327,55.0
13684,40.71702,-73.95356,27.0
13685,40.76464,-73.99403,77.0
13686,40.62296,-74.01483,44.0
13687,40.78464,-73.95142,77.0
13688,40.6081,-73.97541,37.0
13689,40.59607,-73.75911,74.0
13690,40.7776,-73.95277,43.0
13691,40.71386,-73.94742,71.0
13692,40.74701,-73.92314,78.0
13693,40.80338,-73.95734,64.0
13694,40.75691,-73.92879,17.0
13695,40.68203,-73.89374,44.0
13696,40.68281,-73.89509,40.0
13697,40.78593,-73.94169,61.0
13698,40.70161,-73.93131,66.0
13699,40.81667,-73.95695,63.0
13700,40.68274,-73.96367,44.0
13701,40.66404,-73.93334,84.0
13702,40.71042,-73.95071,40.0
13703,40.64316,-73.96285,57.0
13704,40.6627,-73.98353,50.0
13705,40.82042,-73.95305,40.0
13706,40.64396,-73.96328,18.0
13707,40.69288,-73.90831,53.0
13708,40.67357,-73.96577,57.0
13709,40.67607,-73.95121,35.0
13710,40.76322,-73.93334,70.0
13711,40.68507,-73.93888,63.0
13712,40.75295,-73.98889,66.0
13713,40.76195,-73.99224,34.0
13714,40.68574,-73.93022,56.0
13715,40.78703,-73.95196,66.0
13716,40.75619,-73.91881,67.0
13717,40.80621,-73.94461,74.0
13718,40.71081,-73.94238,90.0
13719,40.78162,-73.9475,47.0
13720,40.79121,-73.96963,80.0
13721,40.69379,-73.94539,76.0
13722,40.8471,-73.93803,66.0
13723,40.64569,-73.95849,69.0
13724,40.74234,-74.00032,27.0
13725,40.67843,-73.98393,78.0
13726,40.70764,-73.94231,40.0
13727,40.72156,-73.97902,40.0
13728,40.82317,-73.94507,36.0
13729,40.75168,-73.99376,65.0
13730,40.69267,-73.99793,30.0
13731,40.85598,-73.90052,38.0
13732,40.79346,-73.94613,94.0
13733,40.68086,-73.92746,43.0
13734,40.68545,-73.96048,76.0
13735,40.77467,-73.95405,59.0
13736,40.84721,-73.83222,72.0
13737,40.59606,-73.77882,67.0
13738,40.69724,-73.932,70.0
13739,40.73555,-73.98994,78.0
13740,40.67434,-73.95762,36.0
13741,40.81015,-73.94728,72.0
13742,40.72551,-73.99075,34.0
13743,40.76367,-73.98613,34.0
13744,40.62317,-74.02535,52.0
13745,40.82377,-73.94565,55.0
13746,40.78165,-73.94647,44.0
13747,40.75427,-73.9928,36.0
13748,40.85143,-73.93089,60.0
13749,40.79939,-73.96875,73.0
13750,40.6765,-73.94277,71.0
13751,40.68676,-73.92192,46.0
13752,40.78986,-73.96825,72.0
13753,40.80076,-73.96389,29.0
13754,40.71288,-73.9974,78.0
13755,40.82284,-73.94199,70.0
13756,40.76824,-73.95858,58.0
13757,40.66932,-73.98321,70.0
13758,40.67741,-74.0139,52.0
13759,40.67785,-73.95217,71.0
13760,40.68746,-73.95936,48.0
13761,40.6858,-73.93465,63.0
13762,40.77651,-73.91009,85.0
13763,40.6695,-73.93298,73.0
13764,40.71424,-73.9968,44.0
13765,40.76301,-73.91295,51.0
13766,40.77673,-73.90993,43.0
13767,40.69177,-73.90451,66.0
13768,40.67905,-74.00089,26.0
13769,40.67433,-73.9575,71.0
13770,40.69358,-73.92409,71.0
13771,40.74673,-73.97343,92.0
13772,40.81388,-73.95229,68.0
13773,40.6732,-73.97282,44.0
13774,40.67992,-73.9776,72.0
13775,40.8379,-73.94095,72.0
13776,40.74651,-73.83176,46.0
13777,40.74609,-73.83175,40.0
13778,40.79988,-73.9612,51.0
13779,40.72174,-73.99639,54.0
13780,40.74357,-73.98466,74.0
13781,40.72508,-73.94488,38.0
13782,40.68597,-73.91417,50.0
13783,40.6863,-73.91365,62.0
13784,40.72211,-73.80908,33.0
13785,40.78923,-73.96802,80.0
13786,40.69507,-73.94332,61.0
13787,40.68444,-73.98847,73.0
13788,40.71141,-73.95155,26.0
13789,40.71436,-73.95445,57.0
13790,40.69317,-73.82527,70.0
13791,40.65003,-73.96,29.0
13792,40.73144,-73.98355,75.0
13793,40.67778,-73.96091,79.0
13794,40.70526,-73.91964,71.0
13795,40.66386,-73.93876,44.0
13796,40.73013,-74.00172,73.0
13797,40.69414,-73.94723,74.0
13798,40.71863,-73.94528,75.0
13799,40.73968,-73.99693,78.0
13800,40.74796,-73.97018,71.0
13801,40.67991,-73.98368,39.0
13802,40.68413,-73.90731,55.0
13803,40.71077,-73.96259,56.0
13804,40.72025,-73.95195,26.0
13805,40.69995,-73.92937,62.0
13806,40.68805,-73.96952,55.0
13807,40.67008,-73.9571,53.0
13808,40.7457,-73.94497,71.0
13809,40.79037,-73.9428,30.0
13810,40.73345,-73.95973,34.0
13811,40.72265,-73.99493,33.0
13812,40.69886,-73.92957,33.0
13813,40.71156,-73.96343,31.0
13814,40.76343,-73.99391,76.0
13815,40.64465,-74.09272,80.0
13816,40.71489,-73.991,39.0
13817,40.76771,-73.91675,72.0
13818,40.68797,-73.97288,64.0
13819,40.68665,-73.9774,29.0
13820,40.79141,-73.97345,45.0
13821,40.71855,-73.9438,66.0
13822,40.71966,-73.96265,54.0
13823,40.73562,-73.98308,64.0
13824,40.76486,-73.99479,52.0
13825,40.71892,-73.95616,68.0
13826,40.61465,-73.96065,75.0
13827,40.69363,-73.94805,49.0
13828,40.72647,-73.99061,47.0
13829,40.67833,-73.96904,74.0
13830,40.68379,-73.9405,61.0
13831,40.7327,-74.00341,42.0
13832,40.81699,-73.94254,70.0
13833,40.67887,-73.97006,57.0
13834,40.71578,-73.98201,37.0
13835,40.77686,-73.95084,69.0
13836,40.73466,-73.99539,47.0
13837,40.71419,-73.94368,79.0
13838,40.72768,-74.00233,62.0
13839,40.70086,-73.93063,68.0
13840,40.75126,-73.99498,77.0
13841,40.71934,-74.00998,69.0
13842,40.69433,-73.93262,80.0
13843,40.82021,-73.95307,39.0
13844,40.71986,-73.96046,27.0
13845,40.80985,-73.93838,34.0
13846,40.71319,-73.96406,24.0
13847,40.69693,-73.93725,80.0
13848,40.71852,-73.95897,25.0
13849,40.80639,-73.95551,67.0
13850,40.69664,-73.93628,45.0
13851,40.65398,-73.96377,41.0
13852,40.69808,-73.93174,67.0
13853,40.83953,-73.85717,34.0
13854,40.88808,-73.86017,46.0
13855,40.68606,-74.00122,74.0
13856,40.68168,-73.93574,14.0
13857,40.66564,-73.97666,51.0
13858,40.64953,-74.00011,59.0
13859,40.74751,-73.99483,56.0
13860,40.74896,-73.99657,76.0
13861,40.74973,-73.99515,59.0
13862,40.66388,-73.98587,69.0
13863,40.72315,-73.98251,59.0
13864,40.71957,-73.94199,78.0
13865,40.79783,-73.96405,62.0
13866,40.71852,-73.88373,74.0
13867,40.74398,-73.99664,33.0
13868,40.76859,-73.94359,66.0
13869,40.65436,-73.96179,38.0
13870,40.70017,-73.91014,52.0
13871,40.71632,-73.88297,54.0
13872,40.67104,-73.93859,88.0
13873,40.75869,-73.91899,31.0
13874,40.72709,-73.95326,48.0
13875,40.85823,-73.93612,38.0
13876,40.73492,-74.00457,66.0
13877,40.76574,-73.95915,72.0
13878,40.60077,-74.07788,54.0
13879,40.72302,-74.00487,60.0
13880,40.7832,-73.98189,39.0
13881,40.76278,-73.96638,76.0
13882,40.86818,-73.92708,65.0
13883,40.68709,-73.92059,70.0
13884,40.68577,-73.95179,45.0
13885,40.71886,-73.96234,44.0
13886,40.67546,-73.97528,45.0
13887,40.72948,-73.98885,25.0
13888,40.79004,-73.97308,49.0
13889,40.74399,-73.95321,32.0
13890,40.70206,-73.92964,57.0
13891,40.69366,-73.91608,24.0
13892,40.68858,-73.95387,67.0
13893,40.76165,-73.99062,53.0
13894,40.76696,-73.99139,35.0
13895,40.67626,-73.98211,77.0
13896,40.71402,-73.94432,58.0
13897,40.69913,-73.91814,44.0
13898,40.74286,-73.91635,71.0
13899,40.76705,-73.95126,45.0
13900,40.68449,-73.92773,64.0
13901,40.67895,-73.92851,37.0
13902,40.79182,-73.96564,71.0
13903,40.74775,-73.94797,29.0
13904,40.81306,-73.94141,33.0
13905,40.72963,-73.94937,68.0
13906,40.67094,-73.97388,64.0
13907,40.78271,-73.9451,36.0
13908,40.79753,-73.96211,33.0
13909,40.72834,-73.98048,42.0
13910,40.83338,-73.95051,78.0
13911,40.82385,-73.94687,24.0
13912,40.7264,-73.95405,86.0
13913,40.78975,-73.97001,42.0
13914,40.75009,-73.87578,51.0
13915,40.69406,-73.98102,59.0
13916,40.7299,-73.95782,68.0
13917,40.7235,-73.94203,79.0
13918,40.69367,-73.93286,57.0
13919,40.72997,-73.98633,60.0
13920,40.72566,-74.00275,76.0
13921,40.68895,-73.96489,64.0
13922,40.70687,-73.93981,44.0
13923,40.68706,-73.97065,56.0
13924,40.73331,-73.98229,30.0
13925,40.73557,-74.006,76.0
13926,40.68645,-73.95711,73.0
13927,40.68591,-74.00164,82.0
13928,40.83113,-73.94924,75.0
13929,40.73988,-73.97968,52.0
13930,40.71991,-74.00641,31.0
13931,40.69447,-73.92213,71.0
13932,40.68018,-73.96572,64.0
13933,40.67283,-73.87785,73.0
13934,40.75951,-73.92821,48.0
13935,40.72853,-73.95533,66.0
13936,40.80734,-73.94666,26.0
13937,40.7172,-73.95557,35.0
13938,40.64875,-73.96978,52.0
13939,40.70777,-73.9435,69.0
13940,40.68983,-73.97327,45.0
13941,40.74666,-74.00201,37.0
13942,40.71987,-73.93705,67.0
13943,40.76467,-73.99422,20.0
13944,40.70732,-73.95466,31.0
13945,40.71532,-73.95352,49.0
13946,40.70692,-73.95501,72.0
